0,22.35,-77.1,-1.36,-0.18,-8.08
0,22.35,-77.1,0.03,-0.94,-8.24
1.5,21,-77.55,-1.69,-0.79,-10.03
1.5,21,-77.55,-0.59,-0.01,-7.94
1.95,22.8,-77.25,-0.72,-0.12,-9.42
1.95,22.8,-77.25,-1.14,2.02,-8.49
0.15,24.3,-77.25,-1.44,1.42,-10.82
0.15,24.3,-77.25,-0.47,0.26,-9.78
-2.85,27.45,-74.55,3.03,0.16,-11.81
-2.85,27.45,-74.55,1.28,2.52,-11.86
-2.7,28.5,-74.85,0.55,0.2,-10.97
-2.7,28.5,-74.85,2.6,-0.7,-14.83
-1.8,28.65,-76.35,1.45,-1.41,-11.2
-1.8,28.65,-76.35,0.25,-0.71,-10.89
-1.8,28.65,-76.35,1.46,1.65,-12.53
-1.8,28.65,-76.35,-0.35,1.35,-10.61
-1.8,28.65,-76.35,0.67,2.16,-12.56
3.3,32.55,-75.9,1.04,1.25,-10.95
3.3,32.55,-75.9,-0.03,1.88,-10.41
3.3,32.55,-75.9,1.25,0.96,-10.59
3.3,32.55,-75.9,-0.79,0.39,-10.25
5.1,23.55,-80.4,0,0.35,-10.15
5.1,23.55,-80.4,0.62,0.65,-9.29
5.1,23.55,-80.4,2.78,-2.51,-5.83
5.1,23.55,-80.4,1.31,0.87,-9.27
9.3,26.4,-77.1,0.46,0.82,-9.15
9.3,26.4,-77.1,-0.26,0.48,-10.13
8.25,25.2,-77.1,-0.57,0.44,-9.87
8.25,25.2,-77.1,0.27,0.13,-9.84
8.25,25.2,-77.1,-0.05,-0.19,-9.6
9.15,24.75,-75.45,-0.74,0.17,-8.17
9.15,24.75,-75.45,-0.56,0.65,-9.49
9.6,25.95,-76.35,-0.9,1.02,-9.43
9.6,25.95,-76.35,-0.66,0.69,-9.96
8.1,25.5,-75.9,-0.73,0.67,-11.07
8.1,25.5,-75.9,-1.07,0.3,-10.03
10.2,25.8,-74.4,-1.04,0.73,-10.3
10.2,25.8,-74.4,-1.84,0.22,-10.21
16.5,25.65,-73.5,-2.53,0.67,-8.83
16.5,25.65,-73.5,-3.36,-0.18,-9.51
20.7,24.75,-70.95,-3.39,0.73,-9.01
20.7,24.75,-70.95,-3.31,-0.06,-9.84
20.85,26.4,-72.15,-3.99,0.16,-9.21
20.85,26.4,-72.15,-3.98,0.51,-9.01
20.85,26.4,-72.15,-3.83,-0.4,-9.32
20.25,25.5,-70.95,-3.91,0.77,-9.14
20.25,25.5,-70.95,-3.95,0.21,-9.27
20.25,25.5,-70.95,-4.5,0.36,-9.01
20.25,25.5,-70.95,-4.5,0.03,-8.68
24.45,25.65,-70.35,-5.18,0.6,-8.45
24.45,25.65,-70.35,-5.17,0.84,-8.37
24.45,25.65,-70.35,-5.53,0.23,-8.3
24.45,25.65,-70.35,-5.94,0.55,-7.41
27.6,25.5,-64.5,-5.13,0.47,-7.68
27.6,25.5,-64.5,-5.75,0.19,-7.22
27.6,25.5,-64.5,-6.13,2.2,-8.45
27.6,25.5,-64.5,-6.43,0.2,-8.15
27.6,25.5,-64.5,-6.61,-0.08,-7.44
31.35,25.2,-61.8,-7.84,-0.14,-6.75
31.35,25.2,-61.8,-8.39,0.85,-6.74
31.35,25.2,-61.8,-6.83,0.23,-6.36
31.35,25.2,-61.8,-6.39,0.35,-7.08
28.05,24.45,-63.6,-6.51,0.34,-8
28.05,24.45,-63.6,-6.64,0.17,-7.86
28.8,23.1,-62.55,-6.67,1.31,-7.42
28.8,23.1,-62.55,-6.4,0.24,-7.23
29.7,22.05,-62.7,-6.45,0.21,-7.37
29.7,22.05,-62.7,-7.15,0.81,-7.76
29.1,20.85,-62.25,-5.51,-0.13,-7.18
29.1,20.85,-62.25,-6.7,-0.81,-7.86
28.05,22.35,-64.65,-5.95,1.24,-7.49
28.05,22.35,-64.65,-6.58,0.1,-7.49
25.35,23.25,-66.6,-4.27,-0.53,-10.33
25.35,23.25,-66.6,-4.87,-0.46,-8.99
24.3,23.25,-67.05,-5.25,0.44,-9.12
24.3,23.25,-67.05,0.03,-2.15,-20.28
24.3,23.25,-67.05,-8.01,1.21,-4.08
24.15,21.9,-67.2,-4.42,-0.54,-10.48
24.15,21.9,-67.2,-3.95,-0.09,-9.95
21,20.55,-71.55,-4.53,-0.62,-8.55
21,20.55,-71.55,-4.04,0,-9.49
19.65,22.8,-69.75,-4.89,0.18,-8.64
19.65,22.8,-69.75,-4.88,0.61,-9.37
21.45,21.3,-71.55,-5.04,0.51,-8.15
21.45,21.3,-71.55,-5.4,-0.12,-8.37
24.9,22.65,-69,-5.97,0.28,-7.96
24.9,22.65,-69,-5.94,0.29,-7.4
24.9,22.65,-69,-5.76,0.64,-8.28
24.9,22.65,-69,-5.77,0.25,-8.16
22.8,22.8,-68.7,-5.43,0.23,-8.25
22.8,22.8,-68.7,-5.09,0.23,-8.5
22.8,22.8,-68.7,-4.89,0.18,-8.65
22.8,22.8,-68.7,-4.64,0.21,-8.76
22.8,22.8,-68.7,-4.26,0.18,-9.17
19.95,22.8,-72.6,-4.08,0.03,-9.28
19.95,22.8,-72.6,-4.22,0.03,-9.09
19.95,22.8,-72.6,-4.71,0.45,-9.04
19.95,22.8,-72.6,-4.43,0.17,-8.73
19.8,22.35,-72.9,-4.23,0.08,-9.06
19.8,22.35,-72.9,-4.21,0.11,-9.07
19.8,22.35,-72.9,-4.16,0.13,-8.98
19.8,22.35,-72.9,-4.14,0.13,-9.15
19.35,21.6,-73.95,-4.2,0.11,-9.04
19.35,21.6,-73.95,-4.21,0.14,-9.05
17.55,21.6,-73.95,-4.15,0.13,-9.01
17.55,22.35,-71.7,-4.01,0.17,-9.12
17.55,22.35,-71.7,-3.77,0.16,-9.17
17.25,21.15,-73.95,-3.64,-0.02,-9.34
17.25,21.15,-73.95,-3.47,0.25,-9.33
16.5,21.15,-75,-3.28,-0.08,-9.33
16.5,21.15,-75,0.41,-0.42,-8.16
12.75,21.3,-75.45,-2.63,0.12,-9.04
12.75,21.3,-75.45,-1.82,0.04,-9.7
4.8,22.5,-77.25,-0.69,0.21,-10.05
4.8,22.5,-77.25,-0.71,0.93,-8.37
2.4,21.15,-77.1,-0.95,0.42,-10.14
2.4,21.15,-77.1,-0.52,-0.33,-10.26
2.4,21.15,-77.1,-0.54,0.22,-10.05
3.6,20.85,-77.85,-0.56,0.23,-9.99
3.6,20.85,-77.85,-0.53,0.33,-9.91
3.3,21,-76.95,-0.58,0.23,-9.9
3.3,21,-76.95,-0.57,0.29,-9.94
3.9,21.6,-76.65,-0.56,0.3,-9.93
3.9,21.6,-76.65,-0.54,0.26,-10.01
3.3,21.3,-76.2,-0.56,0.26,-9.93
3.3,21.3,-76.2,-0.57,0.28,-9.96
3.15,22.35,-77.4,-0.49,0.28,-9.96
3.15,22.35,-77.4,-0.6,0.27,-9.96
3.15,22.35,-77.4,-0.55,0.26,-9.9
3.15,22.35,-77.4,-0.53,0.25,-9.96
4.05,20.55,-76.95,-0.62,0.32,-9.89
4.05,20.55,-76.95,-0.63,0.25,-9.94
4.05,20.55,-76.95,-0.56,0.29,-9.93
4.05,20.55,-76.95,-0.51,0.27,-9.92
4.05,20.55,-76.95,-0.58,0.28,-9.94
3,21.75,-77.25,-0.55,0.27,-9.96
3,21.75,-77.25,-0.54,0.29,-9.96
3,21.75,-77.25,-0.56,0.2,-9.97
3,21.75,-77.25,-0.55,0.29,-9.92
3,22.5,-77.25,-0.62,0.31,-9.88
3,22.5,-77.25,-0.55,0.23,-9.87
3,22.5,-77.25,-0.55,0.23,-9.88
3,22.5,-77.25,-0.54,0.3,-9.87
2.85,21.9,-78.15,-0.62,0.18,-9.95
2.85,21.9,-78.15,-0.54,0.24,-9.87
2.7,22.05,-78,-0.55,0.25,-9.95
2.7,22.05,-78,-0.55,0.22,-9.89
2.7,22.05,-78,-0.56,0.25,-9.81
3,21.3,-78,-0.49,0.22,-9.9
3,21.3,-78,-0.55,0.23,-9.9
2.7,21.3,-77.55,-0.55,0.25,-10
2.7,21.3,-77.55,-0.59,0.23,-10.14
4.5,21,-77.25,-1.23,0.28,-9.65
4.5,21,-77.25,-1.51,0.16,-9.72
6.9,22.05,-76.5,-1.5,0.26,-9.86
6.9,22.05,-76.5,-1.39,0.23,-9.86
7.5,22.35,-76.35,-1.52,0.23,-9.92
7.5,22.35,-76.35,-1.6,0.19,-9.91
8.4,22.05,-75.9,-1.89,0.19,-9.89
8.4,22.05,-75.9,-2.25,0.11,-9.62
8.4,22.05,-75.9,-2.72,0.14,-9.48
12.6,20.1,-75.6,-3.05,0,-9.3
12.6,20.1,-75.6,-2.84,0.18,-9.51
12.15,21.15,-74.55,-2.54,0.25,-9.55
12.15,21.15,-74.55,-2.39,0.16,-9.6
9.45,21,-76.95,-1.86,0.31,-9.94
9.45,21,-76.95,-1.58,0.31,-9.99
8.7,20.55,-77.25,-1.87,0.23,-9.84
8.7,20.55,-77.25,-2.01,0.26,-9.76
8.7,20.55,-77.25,-2.34,0.14,-9.59
8.7,20.55,-77.25,-2.17,0.16,-9.7
10.8,21.15,-76.65,-2.2,0.16,-9.77
10.8,21.15,-76.65,-1.97,0.26,-9.79
10.8,21.15,-76.65,-2.08,0.21,-9.77
10.8,21.15,-76.65,-1.97,0.19,-9.76
10.8,21.15,-76.65,-2.19,0.25,-9.82
9.9,21,-76.95,-2.37,0.19,-9.61
9.9,21,-76.95,-2.47,0.26,-9.62
9.9,21,-76.95,-2.53,0.23,-9.58
9.9,21,-76.95,-2.59,0.21,-9.71
12.15,21.9,-76.05,-2.69,0.28,-9.65
12.15,21.9,-76.05,-2.96,0.22,-9.35
12.15,21.9,-76.05,-3.03,0.17,-9.53
12.15,21.9,-76.05,-2.94,0.24,-9.53
13.95,21.6,-74.25,-2.93,0.19,-9.49
13.95,21.6,-74.25,-2.86,0.24,-9.61
14.25,20.25,-75.15,-3.05,0.2,-9.47
14.25,20.25,-75.15,-3.03,0.15,-9.48
14.25,20.25,-75.15,-2.94,0.21,-9.58
14.25,21,-75.9,-3.13,0.15,-9.49
14.25,21,-75.9,-3.11,0.16,-9.44
15.15,21.15,-74.25,-3.08,0.22,-9.55
15.15,21.15,-74.25,-3.09,0.19,-9.57
13.65,20.4,-75.6,-3.17,0.18,-9.46
13.65,20.4,-75.6,-3.17,0.19,-9.42
13.95,21.9,-74.25,-3.29,0.16,-9.37
